Calibration
2792	0	418	12.0453	1591	24.7269	2197	37.2672	2545	50.1261	2793	
2856	0	446	12.0453	1579	24.7269	2222	37.2672	2596	50.1261	2857	
2857	0	439	12.0453	1545	24.7269	2225	37.2672	2598	50.1261	2858	
2767	0	411	12.0453	1469	24.7269	2144	37.2672	2507	50.1261	2768	
2842	0	423	12.0453	1584	24.7269	2210	37.2672	2573	50.1261	2843	
3378	0	455	12.0453	2280	24.7269	2905	37.2672	3188	50.1261	3379	
2657	0	412	12.0453	1496	24.7269	2075	37.2672	2411	50.1261	2658	
2704	0	416	12.0453	1608	24.7269	2139	37.2672	2449	50.1261	2705	
2888	0	438	12.0453	1723	24.7269	2329	37.2672	2639	50.1261	2889	
2641	0	436	12.0453	1519	24.7269	2074	37.2672	2397	50.1261	2642	
2433	0	393	12.0453	1425	24.7269	1970	37.2672	2248	50.1261	2434	
2620	0	422	12.0453	1550	24.7269	2103	37.2672	2397	50.1261	2621	
2805	0	411	12.0453	1673	24.7269	2229	37.2672	2552	50.1261	2806	
3183	0	436	12.0453	1996	24.7269	2577	37.2672	2922	50.1261	3184	
3081	0	438	12.0453	1975	24.7269	2505	37.2672	2815	50.1261	3082	
2961	0	433	12.0453	1890	24.7269	2424	37.2672	2721	50.1261	2962	
2997	0	424	12.0453	1736	24.7269	2328	37.2672	2692	50.1261	2998	
2897	0	423	12.0453	1722	24.7269	2278	37.2672	2618	50.1261	2898	
3028	0	427	12.0453	1743	24.7269	2407	37.2672	2758	50.1261	3029	
3019	0	429	12.0453	1630	24.7269	2371	37.2672	2749	50.1261	3020	
2954	0	418	12.0453	1703	24.7269	2328	37.2672	2681	50.1261	2955	
2805	0	419	12.0453	1586	24.7269	2199	37.2672	2540	50.1261	2806	
2889	0	442	12.0453	1665	24.7269	2281	37.2672	2630	50.1261	2890	
2816	0	425	12.0453	1701	24.7269	2248	37.2672	2579	50.1261	2817	
2811	0	435	12.0453	1546	24.7269	2159	37.2672	2542	50.1261	2812	
2975	0	437	12.0453	1670	24.7269	2288	37.2672	2692	50.1261	2976	
2727	0	414	12.0453	1513	24.7269	2076	37.2672	2450	50.1261	2728	
2852	0	435	12.0453	1591	24.7269	2193	37.2672	2579	50.1261	2853	
2685	0	410	12.0453	1455	24.7269	2017	37.2672	2400	50.1261	2686	
2587	0	401	12.0453	1391	24.7269	1939	37.2672	2313	50.1261	2588	
2620	0	413	12.0453	1410	24.7269	1969	37.2672	2340	50.1261	2621	
2715	0	424	12.0453	1445	24.7269	2024	37.2672	2417	50.1261	2716	
2891	0	426	12.0453	1697	24.7269	2276	37.2672	2628	50.1261	2892	
3007	0	413	12.0453	1831	24.7269	2394	37.2672	2739	50.1261	3008	
2755	0	430	12.0453	1603	24.7269	2155	37.2672	2482	50.1261	2756	
2534	0	412	12.0453	1405	24.7269	1946	37.2672	2270	50.1261	2535	
2607	0	424	12.0453	1448	24.7269	1994	37.2672	2334	50.1261	2608	
2852	0	411	12.0453	1753	24.7269	2270	37.2672	2582	50.1261	2853	
2515	0	396	12.0453	1455	24.7269	1954	37.2672	2255	50.1261	2516	
2822	0	421	12.0453	1696	24.7269	2243	37.2672	2562	50.1261	2823	
3537	0	441	12.0453	2333	24.7269	2918	37.2672	3259	50.1261	3538	
3295	0	435	12.0453	2236	24.7269	2741	37.2672	3039	50.1261	3296	
3470	0	436	12.0453	2356	24.7269	2915	37.2672	3236	50.1261	3471	
3156	0	435	12.0453	1899	24.7269	2478	37.2672	2843	50.1261	3157	
2594	0	415	12.0453	1452	24.7269	1984	37.2672	2310	50.1261	2595	
2612	0	417	12.0453	1387	24.7269	1960	37.2672	2313	50.1261	2613	
2702	0	409	12.0453	1440	24.7269	2049	37.2672	2415	50.1261	2703	
2525	0	413	12.0453	1323	24.7269	1892	37.2672	2248	50.1261	2526	
2552	0	408	12.0453	1375	24.7269	1934	37.2672	2276	50.1261	2553	
2487	0	403	12.0453	1373	24.7269	1895	37.2672	2232	50.1261	2488	
2522	0	431	12.0453	1382	24.7269	1905	37.2672	2261	50.1261	2523	
2593	0	432	12.0453	1420	24.7269	1957	37.2672	2333	50.1261	2594	
2667	0	436	12.0453	1374	24.7269	1956	37.2672	2385	50.1261	2668	
2565	0	432	12.0453	1451	24.7269	1994	37.2672	2339	50.1261	2566	
2866	0	436	12.0453	1603	24.7269	2186	37.2672	2580	50.1261	2867	
2752	0	421	12.0453	1541	24.7269	2103	37.2672	2476	50.1261	2753	
2583	0	404	12.0453	1420	24.7269	1960	37.2672	2315	50.1261	2584	
2620	0	419	12.0453	1413	24.7269	1973	37.2672	2341	50.1261	2621	
2615	0	396	12.0453	1375	24.7269	1947	37.2672	2324	50.1261	2616	
2621	0	422	12.0453	1402	24.7269	1980	37.2672	2337	50.1261	2622	
2616	0	423	12.0453	1429	24.7269	2003	37.2672	2346	50.1261	2617	
2644	0	422	12.0453	1465	24.7269	2025	37.2672	2362	50.1261	2645	
