VID	x	y	z
1023	14.7638	15.748	0
1024	17.6654	0	0
1025	18.6496	0	0
1026	18.6496	0.984253	0
1027	17.6654	0.984253	0
1028	18.6496	0	0
1029	19.6339	0	0
1030	19.6339	0.984253	0
1031	18.6496	0.984253	0
1032	19.6339	0	0
1033	20.6181	0	0
1034	20.6181	0.984253	0
1035	19.6339	0.984253	0
1036	20.6181	0	0
1037	21.6024	0	0
1038	21.6024	0.984253	0
1039	20.6181	0.984253	0
1040	21.6024	0	0
1041	22.5866	0	0
1042	22.5866	0.984253	0
1043	21.6024	0.984253	0
1044	22.5866	0	0
1045	23.5709	0	0
1046	23.5709	0.984253	0
1047	22.5866	0.984253	0
1048	23.5709	0	0
1049	24.5551	0	0
1050	24.5551	0.984253	0
1051	23.5709	0.984253	0
1052	24.5551	0	0
1053	25.5394	0	0
1054	25.5394	0.984253	0
1055	24.5551	0.984253	0
1056	25.5394	0	0
1057	26.5236	0	0
1058	26.5236	0.984253	0
1059	25.5394	0.984253	0
1060	26.5236	0	0
1061	27.5079	0	0
1062	27.5079	0.984253	0
1063	26.5236	0.984253	0
1064	27.5079	0	0
1065	28.4921	0	0
1066	28.4921	0.984253	0
1067	27.5079	0.984253	0
1068	28.4921	0	0
1069	29.4764	0	0
1070	29.4764	0.984253	0
1071	28.4921	0.984253	0
1072	29.4764	0	0
1073	30.4606	0	0
1074	30.4606	0.984253	0
1075	29.4764	0.984253	0
1076	30.4606	0	0
1077	31.4449	0	0
1078	31.4449	0.984253	0
1079	30.4606	0.984253	0
1080	31.4449	0	0
1081	32.4291	0	0
1082	32.4291	0.984253	0
1083	31.4449	0.984253	0
1084	32.4291	0	0
1085	33.4134	0	0
1086	33.4134	0.984253	0
1087	32.4291	0.984253	0
1088	17.6654	0.984253	0
1089	18.6496	0.984253	0
1090	18.6496	1.96851	0
1091	17.6654	1.96851	0
1092	18.6496	0.984253	0
1093	19.6339	0.984253	0
1094	19.6339	1.96851	0
1095	18.6496	1.96851	0
1096	19.6339	0.984253	0
1097	20.6181	0.984253	0
1098	20.6181	1.96851	0
1099	19.6339	1.96851	0
1100	20.6181	0.984253	0
1101	21.6024	0.984253	0
1102	21.6024	1.96851	0
1103	20.6181	1.96851	0
1104	21.6024	0.984253	0
1105	22.5866	0.984253	0
1106	22.5866	1.96851	0
1107	21.6024	1.96851	0
1108	22.5866	0.984253	0
1109	23.5709	0.984253	0
1110	23.5709	1.96851	0
1111	22.5866	1.96851	0
1112	23.5709	0.984253	0
1113	24.5551	0.984253	0
1114	24.5551	1.96851	0
1115	23.5709	1.96851	0
1116	24.5551	0.984253	0
1117	25.5394	0.984253	0
1118	25.5394	1.96851	0
1119	24.5551	1.96851	0
1120	25.5394	0.984253	0
1121	26.5236	0.984253	0
1122	26.5236	1.96851	0
1123	25.5394	1.96851	0
1124	26.5236	0.984253	0
1125	27.5079	0.984253	0
1126	27.5079	1.96851	0
1127	26.5236	1.96851	0
1128	27.5079	0.984253	0
1129	28.4921	0.984253	0
1130	28.4921	1.96851	0
1131	27.5079	1.96851	0
1132	28.4921	0.984253	0
1133	29.4764	0.984253	0
1134	29.4764	1.96851	0
1135	28.4921	1.96851	0
1136	29.4764	0.984253	0
1137	30.4606	0.984253	0
1138	30.4606	1.96851	0
1139	29.4764	1.96851	0
1140	30.4606	0.984253	0
1141	31.4449	0.984253	0
1142	31.4449	1.96851	0
1143	30.4606	1.96851	0
1144	31.4449	0.984253	0
1145	32.4291	0.984253	0
1146	32.4291	1.96851	0
1147	31.4449	1.96851	0
1148	32.4291	0.984253	0
1149	33.4134	0.984253	0
1150	33.4134	1.96851	0
1151	32.4291	1.96851	0
1152	17.6654	1.96851	0
1153	18.6496	1.96851	0
1154	18.6496	2.95276	0
1155	17.6654	2.95276	0
1156	18.6496	1.96851	0
1157	19.6339	1.96851	0
1158	19.6339	2.95276	0
1159	18.6496	2.95276	0
1160	19.6339	1.96851	0
1161	20.6181	1.96851	0
1162	20.6181	2.95276	0
1163	19.6339	2.95276	0
1164	20.6181	1.96851	0
1165	21.6024	1.96851	0
1166	21.6024	2.95276	0
1167	20.6181	2.95276	0
1168	21.6024	1.96851	0
1169	22.5866	1.96851	0
1170	22.5866	2.95276	0
1171	21.6024	2.95276	0
1172	22.5866	1.96851	0
1173	23.5709	1.96851	0
1174	23.5709	2.95276	0
1175	22.5866	2.95276	0
1176	23.5709	1.96851	0
1177	24.5551	1.96851	0
1178	24.5551	2.95276	0
1179	23.5709	2.95276	0
1180	24.5551	1.96851	0
1181	25.5394	1.96851	0
1182	25.5394	2.95276	0
1183	24.5551	2.95276	0
1184	25.5394	1.96851	0
1185	26.5236	1.96851	0
1186	26.5236	2.95276	0
1187	25.5394	2.95276	0
1188	26.5236	1.96851	0
1189	27.5079	1.96851	0
1190	27.5079	2.95276	0
1191	26.5236	2.95276	0
1192	27.5079	1.96851	0
1193	28.4921	1.96851	0
1194	28.4921	2.95276	0
1195	27.5079	2.95276	0
1196	28.4921	1.96851	0
1197	29.4764	1.96851	0
1198	29.4764	2.95276	0
1199	28.4921	2.95276	0
1200	29.4764	1.96851	0
1201	30.4606	1.96851	0
1202	30.4606	2.95276	0
1203	29.4764	2.95276	0
1204	30.4606	1.96851	0
1205	31.4449	1.96851	0
1206	31.4449	2.95276	0
1207	30.4606	2.95276	0
1208	31.4449	1.96851	0
1209	32.4291	1.96851	0
1210	32.4291	2.95276	0
1211	31.4449	2.95276	0
1212	32.4291	1.96851	0
1213	33.4134	1.96851	0
1214	33.4134	2.95276	0
1215	32.4291	2.95276	0
1216	17.6654	2.95276	0
1217	18.6496	2.95276	0
1218	18.6496	3.93701	0
1219	17.6654	3.93701	0
1220	18.6496	2.95276	0
1221	19.6339	2.95276	0
1222	19.6339	3.93701	0
1223	18.6496	3.93701	0
1224	19.6339	2.95276	0
1225	20.6181	2.95276	0
1226	20.6181	3.93701	0
1227	19.6339	3.93701	0
1228	20.6181	2.95276	0
1229	21.6024	2.95276	0
1230	21.6024	3.93701	0
1231	20.6181	3.93701	0
1232	21.6024	2.95276	0
1233	22.5866	2.95276	0
1234	22.5866	3.93701	0
1235	21.6024	3.93701	0
1236	22.5866	2.95276	0
1237	23.5709	2.95276	0
1238	23.5709	3.93701	0
1239	22.5866	3.93701	0
1240	23.5709	2.95276	0
1241	24.5551	2.95276	0
1242	24.5551	3.93701	0
1243	23.5709	3.93701	0
1244	24.5551	2.95276	0
1245	25.5394	2.95276	0
1246	25.5394	3.93701	0
1247	24.5551	3.93701	0
1248	25.5394	2.95276	0
1249	26.5236	2.95276	0
1250	26.5236	3.93701	0
1251	25.5394	3.93701	0
1252	26.5236	2.95276	0
1253	27.5079	2.95276	0
1254	27.5079	3.93701	0
1255	26.5236	3.93701	0
1256	27.5079	2.95276	0
1257	28.4921	2.95276	0
1258	28.4921	3.93701	0
1259	27.5079	3.93701	0
1260	28.4921	2.95276	0
1261	29.4764	2.95276	0
1262	29.4764	3.93701	0
1263	28.4921	3.93701	0
1264	29.4764	2.95276	0
1265	30.4606	2.95276	0
1266	30.4606	3.93701	0
1267	29.4764	3.93701	0
1268	30.4606	2.95276	0
1269	31.4449	2.95276	0
1270	31.4449	3.93701	0
1271	30.4606	3.93701	0
1272	31.4449	2.95276	0
1273	32.4291	2.95276	0
1274	32.4291	3.93701	0
1275	31.4449	3.93701	0
1276	32.4291	2.95276	0
1277	33.4134	2.95276	0
1278	33.4134	3.93701	0
1279	32.4291	3.93701	0
1280	17.6654	3.93701	0
1281	18.6496	3.93701	0
1282	18.6496	4.92126	0
1283	17.6654	4.92126	0
1284	18.6496	3.93701	0
1285	19.6339	3.93701	0
1286	19.6339	4.92126	0
1287	18.6496	4.92126	0
1288	19.6339	3.93701	0
1289	20.6181	3.93701	0
1290	20.6181	4.92126	0
1291	19.6339	4.92126	0
1292	20.6181	3.93701	0
1293	21.6024	3.93701	0
1294	21.6024	4.92126	0
1295	20.6181	4.92126	0
1296	21.6024	3.93701	0
1297	22.5866	3.93701	0
1298	22.5866	4.92126	0
1299	21.6024	4.92126	0
1300	22.5866	3.93701	0
1301	23.5709	3.93701	0
1302	23.5709	4.92126	0
1303	22.5866	4.92126	0
1304	23.5709	3.93701	0
1305	24.5551	3.93701	0
1306	24.5551	4.92126	0
1307	23.5709	4.92126	0
1308	24.5551	3.93701	0
1309	25.5394	3.93701	0
1310	25.5394	4.92126	0
1311	24.5551	4.92126	0
1312	25.5394	3.93701	0
1313	26.5236	3.93701	0
1314	26.5236	4.92126	0
1315	25.5394	4.92126	0
1316	26.5236	3.93701	0
1317	27.5079	3.93701	0
1318	27.5079	4.92126	0
1319	26.5236	4.92126	0
1320	27.5079	3.93701	0
1321	28.4921	3.93701	0
1322	28.4921	4.92126	0
1323	27.5079	4.92126	0
1324	28.4921	3.93701	0
1325	29.4764	3.93701	0
1326	29.4764	4.92126	0
1327	28.4921	4.92126	0
1328	29.4764	3.93701	0
1329	30.4606	3.93701	0
1330	30.4606	4.92126	0
1331	29.4764	4.92126	0
1332	30.4606	3.93701	0
1333	31.4449	3.93701	0
1334	31.4449	4.92126	0
1335	30.4606	4.92126	0
1336	31.4449	3.93701	0
1337	32.4291	3.93701	0
1338	32.4291	4.92126	0
1339	31.4449	4.92126	0
1340	32.4291	3.93701	0
1341	33.4134	3.93701	0
1342	33.4134	4.92126	0
1343	32.4291	4.92126	0
1344	17.6654	4.92126	0
1345	18.6496	4.92126	0
1346	18.6496	5.90552	0
1347	17.6654	5.90552	0
1348	18.6496	4.92126	0
1349	19.6339	4.92126	0
1350	19.6339	5.90552	0
1351	18.6496	5.90552	0
1352	19.6339	4.92126	0
1353	20.6181	4.92126	0
1354	20.6181	5.90552	0
1355	19.6339	5.90552	0
1356	20.6181	4.92126	0
1357	21.6024	4.92126	0
1358	21.6024	5.90552	0
1359	20.6181	5.90552	0
1360	21.6024	4.92126	0
1361	22.5866	4.92126	0
1362	22.5866	5.90552	0
1363	21.6024	5.90552	0
1364	22.5866	4.92126	0
1365	23.5709	4.92126	0
1366	23.5709	5.90552	0
1367	22.5866	5.90552	0
1368	23.5709	4.92126	0
1369	24.5551	4.92126	0
1370	24.5551	5.90552	0
1371	23.5709	5.90552	0
1372	24.5551	4.92126	0
1373	25.5394	4.92126	0
1374	25.5394	5.90552	0
1375	24.5551	5.90552	0
1376	25.5394	4.92126	0
1377	26.5236	4.92126	0
1378	26.5236	5.90552	0
1379	25.5394	5.90552	0
1380	26.5236	4.92126	0
1381	27.5079	4.92126	0
1382	27.5079	5.90552	0
1383	26.5236	5.90552	0
1384	27.5079	4.92126	0
1385	28.4921	4.92126	0
1386	28.4921	5.90552	0
1387	27.5079	5.90552	0
1388	28.4921	4.92126	0
1389	29.4764	4.92126	0
1390	29.4764	5.90552	0
1391	28.4921	5.90552	0
1392	29.4764	4.92126	0
1393	30.4606	4.92126	0
1394	30.4606	5.90552	0
1395	29.4764	5.90552	0
1396	30.4606	4.92126	0
1397	31.4449	4.92126	0
1398	31.4449	5.90552	0
1399	30.4606	5.90552	0
1400	31.4449	4.92126	0
1401	32.4291	4.92126	0
1402	32.4291	5.90552	0
1403	31.4449	5.90552	0
1404	32.4291	4.92126	0
1405	33.4134	4.92126	0
1406	33.4134	5.90552	0
1407	32.4291	5.90552	0
1408	17.6654	5.90552	0
1409	18.6496	5.90552	0
1410	18.6496	6.88977	0
1411	17.6654	6.88977	0
1412	18.6496	5.90552	0
1413	19.6339	5.90552	0
1414	19.6339	6.88977	0
1415	18.6496	6.88977	0
1416	19.6339	5.90552	0
1417	20.6181	5.90552	0
1418	20.6181	6.88977	0
1419	19.6339	6.88977	0
1420	20.6181	5.90552	0
1421	21.6024	5.90552	0
1422	21.6024	6.88977	0
1423	20.6181	6.88977	0
1424	21.6024	5.90552	0
1425	22.5866	5.90552	0
1426	22.5866	6.88977	0
1427	21.6024	6.88977	0
1428	22.5866	5.90552	0
1429	23.5709	5.90552	0
1430	23.5709	6.88977	0
1431	22.5866	6.88977	0
1432	23.5709	5.90552	0
1433	24.5551	5.90552	0
1434	24.5551	6.88977	0
1435	23.5709	6.88977	0
1436	24.5551	5.90552	0
1437	25.5394	5.90552	0
1438	25.5394	6.88977	0
1439	24.5551	6.88977	0
1440	25.5394	5.90552	0
1441	26.5236	5.90552	0
1442	26.5236	6.88977	0
1443	25.5394	6.88977	0
1444	26.5236	5.90552	0
1445	27.5079	5.90552	0
1446	27.5079	6.88977	0
1447	26.5236	6.88977	0
1448	27.5079	5.90552	0
1449	28.4921	5.90552	0
1450	28.4921	6.88977	0
1451	27.5079	6.88977	0
1452	28.4921	5.90552	0
1453	29.4764	5.90552	0
1454	29.4764	6.88977	0
1455	28.4921	6.88977	0
1456	29.4764	5.90552	0
1457	30.4606	5.90552	0
1458	30.4606	6.88977	0
1459	29.4764	6.88977	0
1460	30.4606	5.90552	0
1461	31.4449	5.90552	0
1462	31.4449	6.88977	0
1463	30.4606	6.88977	0
1464	31.4449	5.90552	0
1465	32.4291	5.90552	0
1466	32.4291	6.88977	0
1467	31.4449	6.88977	0
1468	32.4291	5.90552	0
1469	33.4134	5.90552	0
1470	33.4134	6.88977	0
1471	32.4291	6.88977	0
1472	17.6654	6.88977	0
1473	18.6496	6.88977	0
1474	18.6496	7.87402	0
1475	17.6654	7.87402	0
1476	18.6496	6.88977	0
1477	19.6339	6.88977	0
1478	19.6339	7.87402	0
1479	18.6496	7.87402	0
1480	19.6339	6.88977	0
1481	20.6181	6.88977	0
1482	20.6181	7.87402	0
1483	19.6339	7.87402	0
1484	20.6181	6.88977	0
1485	21.6024	6.88977	0
1486	21.6024	7.87402	0
1487	20.6181	7.87402	0
1488	21.6024	6.88977	0
1489	22.5866	6.88977	0
1490	22.5866	7.87402	0
1491	21.6024	7.87402	0
1492	22.5866	6.88977	0
1493	23.5709	6.88977	0
1494	23.5709	7.87402	0
1495	22.5866	7.87402	0
1496	23.5709	6.88977	0
1497	24.5551	6.88977	0
1498	24.5551	7.87402	0
1499	23.5709	7.87402	0
1500	24.5551	6.88977	0
1501	25.5394	6.88977	0
1502	25.5394	7.87402	0
1503	24.5551	7.87402	0
1504	25.5394	6.88977	0
1505	26.5236	6.88977	0
1506	26.5236	7.87402	0
1507	25.5394	7.87402	0
1508	26.5236	6.88977	0
1509	27.5079	6.88977	0
1510	27.5079	7.87402	0
1511	26.5236	7.87402	0
1512	27.5079	6.88977	0
1513	28.4921	6.88977	0
1514	28.4921	7.87402	0
1515	27.5079	7.87402	0
1516	28.4921	6.88977	0
1517	29.4764	6.88977	0
1518	29.4764	7.87402	0
1519	28.4921	7.87402	0
1520	29.4764	6.88977	0
1521	30.4606	6.88977	0
1522	30.4606	7.87402	0
1523	29.4764	7.87402	0
1524	30.4606	6.88977	0
1525	31.4449	6.88977	0
1526	31.4449	7.87402	0
1527	30.4606	7.87402	0
1528	31.4449	6.88977	0
1529	32.4291	6.88977	0
1530	32.4291	7.87402	0
1531	31.4449	7.87402	0
1532	32.4291	6.88977	0
1533	33.4134	6.88977	0
1534	33.4134	7.87402	0
1535	32.4291	7.87402	0
1536	17.6654	7.87402	0
1537	18.6496	7.87402	0
1538	18.6496	8.85827	0
1539	17.6654	8.85827	0
1540	18.6496	7.87402	0
1541	19.6339	7.87402	0
1542	19.6339	8.85827	0
1543	18.6496	8.85827	0
1544	19.6339	7.87402	0
1545	20.6181	7.87402	0
1546	20.6181	8.85827	0
1547	19.6339	8.85827	0
1548	20.6181	7.87402	0
1549	21.6024	7.87402	0
1550	21.6024	8.85827	0
1551	20.6181	8.85827	0
1552	21.6024	7.87402	0
1553	22.5866	7.87402	0
1554	22.5866	8.85827	0
1555	21.6024	8.85827	0
1556	22.5866	7.87402	0
1557	23.5709	7.87402	0
1558	23.5709	8.85827	0
1559	22.5866	8.85827	0
1560	23.5709	7.87402	0
1561	24.5551	7.87402	0
1562	24.5551	8.85827	0
1563	23.5709	8.85827	0
1564	24.5551	7.87402	0
1565	25.5394	7.87402	0
1566	25.5394	8.85827	0
1567	24.5551	8.85827	0
1568	25.5394	7.87402	0
1569	26.5236	7.87402	0
1570	26.5236	8.85827	0
1571	25.5394	8.85827	0
1572	26.5236	7.87402	0
1573	27.5079	7.87402	0
1574	27.5079	8.85827	0
1575	26.5236	8.85827	0
1576	27.5079	7.87402	0
1577	28.4921	7.87402	0
1578	28.4921	8.85827	0
1579	27.5079	8.85827	0
1580	28.4921	7.87402	0
1581	29.4764	7.87402	0
1582	29.4764	8.85827	0
1583	28.4921	8.85827	0
1584	29.4764	7.87402	0
1585	30.4606	7.87402	0
1586	30.4606	8.85827	0
1587	29.4764	8.85827	0
1588	30.4606	7.87402	0
1589	31.4449	7.87402	0
1590	31.4449	8.85827	0
1591	30.4606	8.85827	0
1592	31.4449	7.87402	0
1593	32.4291	7.87402	0
1594	32.4291	8.85827	0
1595	31.4449	8.85827	0
1596	32.4291	7.87402	0
1597	33.4134	7.87402	0
1598	33.4134	8.85827	0
1599	32.4291	8.85827	0
1600	17.6654	8.85827	0
1601	18.6496	8.85827	0
1602	18.6496	9.84252	0
1603	17.6654	9.84252	0
1604	18.6496	8.85827	0
1605	19.6339	8.85827	0
1606	19.6339	9.84252	0
1607	18.6496	9.84252	0
1608	19.6339	8.85827	0
1609	20.6181	8.85827	0
1610	20.6181	9.84252	0
1611	19.6339	9.84252	0
1612	20.6181	8.85827	0
1613	21.6024	8.85827	0
1614	21.6024	9.84252	0
1615	20.6181	9.84252	0
1616	21.6024	8.85827	0
1617	22.5866	8.85827	0
1618	22.5866	9.84252	0
1619	21.6024	9.84252	0
1620	22.5866	8.85827	0
1621	23.5709	8.85827	0
1622	23.5709	9.84252	0
1623	22.5866	9.84252	0
1624	23.5709	8.85827	0
1625	24.5551	8.85827	0
1626	24.5551	9.84252	0
1627	23.5709	9.84252	0
1628	24.5551	8.85827	0
1629	25.5394	8.85827	0
1630	25.5394	9.84252	0
1631	24.5551	9.84252	0
1632	25.5394	8.85827	0
1633	26.5236	8.85827	0
1634	26.5236	9.84252	0
1635	25.5394	9.84252	0
1636	26.5236	8.85827	0
1637	27.5079	8.85827	0
1638	27.5079	9.84252	0
1639	26.5236	9.84252	0
1640	27.5079	8.85827	0
1641	28.4921	8.85827	0
1642	28.4921	9.84252	0
1643	27.5079	9.84252	0
1644	28.4921	8.85827	0
1645	29.4764	8.85827	0
1646	29.4764	9.84252	0
1647	28.4921	9.84252	0
1648	29.4764	8.85827	0
1649	30.4606	8.85827	0
1650	30.4606	9.84252	0
1651	29.4764	9.84252	0
1652	30.4606	8.85827	0
1653	31.4449	8.85827	0
1654	31.4449	9.84252	0
1655	30.4606	9.84252	0
1656	31.4449	8.85827	0
1657	32.4291	8.85827	0
1658	32.4291	9.84252	0
1659	31.4449	9.84252	0
1660	32.4291	8.85827	0
1661	33.4134	8.85827	0
1662	33.4134	9.84252	0
1663	32.4291	9.84252	0
1664	17.6654	9.84252	0
1665	18.6496	9.84252	0
1666	18.6496	10.8268	0
1667	17.6654	10.8268	0
1668	18.6496	9.84252	0
1669	19.6339	9.84252	0
1670	19.6339	10.8268	0
1671	18.6496	10.8268	0
1672	19.6339	9.84252	0
1673	20.6181	9.84252	0
1674	20.6181	10.8268	0
1675	19.6339	10.8268	0
1676	20.6181	9.84252	0
1677	21.6024	9.84252	0
1678	21.6024	10.8268	0
1679	20.6181	10.8268	0
1680	21.6024	9.84252	0
1681	22.5866	9.84252	0
1682	22.5866	10.8268	0
1683	21.6024	10.8268	0
1684	22.5866	9.84252	0
1685	23.5709	9.84252	0
1686	23.5709	10.8268	0
1687	22.5866	10.8268	0
1688	23.5709	9.84252	0
1689	24.5551	9.84252	0
1690	24.5551	10.8268	0
1691	23.5709	10.8268	0
1692	24.5551	9.84252	0
1693	25.5394	9.84252	0
1694	25.5394	10.8268	0
1695	24.5551	10.8268	0
1696	25.5394	9.84252	0
1697	26.5236	9.84252	0
1698	26.5236	10.8268	0
1699	25.5394	10.8268	0
1700	26.5236	9.84252	0
1701	27.5079	9.84252	0
1702	27.5079	10.8268	0
1703	26.5236	10.8268	0
1704	27.5079	9.84252	0
1705	28.4921	9.84252	0
1706	28.4921	10.8268	0
1707	27.5079	10.8268	0
1708	28.4921	9.84252	0
1709	29.4764	9.84252	0
1710	29.4764	10.8268	0
1711	28.4921	10.8268	0
1712	29.4764	9.84252	0
1713	30.4606	9.84252	0
1714	30.4606	10.8268	0
1715	29.4764	10.8268	0
1716	30.4606	9.84252	0
1717	31.4449	9.84252	0
1718	31.4449	10.8268	0
1719	30.4606	10.8268	0
1720	31.4449	9.84252	0
1721	32.4291	9.84252	0
1722	32.4291	10.8268	0
1723	31.4449	10.8268	0
1724	32.4291	9.84252	0
1725	33.4134	9.84252	0
1726	33.4134	10.8268	0
1727	32.4291	10.8268	0
1728	17.6654	10.8268	0
1729	18.6496	10.8268	0
1730	18.6496	11.811	0
1731	17.6654	11.811	0
1732	18.6496	10.8268	0
1733	19.6339	10.8268	0
1734	19.6339	11.811	0
1735	18.6496	11.811	0
1736	19.6339	10.8268	0
1737	20.6181	10.8268	0
1738	20.6181	11.811	0
1739	19.6339	11.811	0
1740	20.6181	10.8268	0
1741	21.6024	10.8268	0
1742	21.6024	11.811	0
1743	20.6181	11.811	0
1744	21.6024	10.8268	0
1745	22.5866	10.8268	0
1746	22.5866	11.811	0
1747	21.6024	11.811	0
1748	22.5866	10.8268	0
1749	23.5709	10.8268	0
1750	23.5709	11.811	0
1751	22.5866	11.811	0
1752	23.5709	10.8268	0
1753	24.5551	10.8268	0
1754	24.5551	11.811	0
1755	23.5709	11.811	0
1756	24.5551	10.8268	0
1757	25.5394	10.8268	0
1758	25.5394	11.811	0
1759	24.5551	11.811	0
1760	25.5394	10.8268	0
1761	26.5236	10.8268	0
1762	26.5236	11.811	0
1763	25.5394	11.811	0
1764	26.5236	10.8268	0
1765	27.5079	10.8268	0
1766	27.5079	11.811	0
1767	26.5236	11.811	0
1768	27.5079	10.8268	0
1769	28.4921	10.8268	0
1770	28.4921	11.811	0
1771	27.5079	11.811	0
1772	28.4921	10.8268	0
1773	29.4764	10.8268	0
1774	29.4764	11.811	0
1775	28.4921	11.811	0
1776	29.4764	10.8268	0
1777	30.4606	10.8268	0
1778	30.4606	11.811	0
1779	29.4764	11.811	0
1780	30.4606	10.8268	0
1781	31.4449	10.8268	0
1782	31.4449	11.811	0
1783	30.4606	11.811	0
1784	31.4449	10.8268	0
1785	32.4291	10.8268	0
1786	32.4291	11.811	0
1787	31.4449	11.811	0
1788	32.4291	10.8268	0
1789	33.4134	10.8268	0
1790	33.4134	11.811	0
1791	32.4291	11.811	0
1792	17.6654	11.811	0
1793	18.6496	11.811	0
1794	18.6496	12.7953	0
1795	17.6654	12.7953	0
1796	18.6496	11.811	0
1797	19.6339	11.811	0
1798	19.6339	12.7953	0
1799	18.6496	12.7953	0
1800	19.6339	11.811	0
1801	20.6181	11.811	0
1802	20.6181	12.7953	0
1803	19.6339	12.7953	0
1804	20.6181	11.811	0
1805	21.6024	11.811	0
1806	21.6024	12.7953	0
1807	20.6181	12.7953	0
1808	21.6024	11.811	0
1809	22.5866	11.811	0
1810	22.5866	12.7953	0
1811	21.6024	12.7953	0
1812	22.5866	11.811	0
1813	23.5709	11.811	0
1814	23.5709	12.7953	0
1815	22.5866	12.7953	0
1816	23.5709	11.811	0
1817	24.5551	11.811	0
1818	24.5551	12.7953	0
1819	23.5709	12.7953	0
1820	24.5551	11.811	0
1821	25.5394	11.811	0
1822	25.5394	12.7953	0
1823	24.5551	12.7953	0
1824	25.5394	11.811	0
1825	26.5236	11.811	0
1826	26.5236	12.7953	0
1827	25.5394	12.7953	0
1828	26.5236	11.811	0
1829	27.5079	11.811	0
1830	27.5079	12.7953	0
1831	26.5236	12.7953	0
1832	27.5079	11.811	0
1833	28.4921	11.811	0
1834	28.4921	12.7953	0
1835	27.5079	12.7953	0
1836	28.4921	11.811	0
1837	29.4764	11.811	0
1838	29.4764	12.7953	0
1839	28.4921	12.7953	0
1840	29.4764	11.811	0
1841	30.4606	11.811	0
1842	30.4606	12.7953	0
1843	29.4764	12.7953	0
1844	30.4606	11.811	0
1845	31.4449	11.811	0
1846	31.4449	12.7953	0
1847	30.4606	12.7953	0
1848	31.4449	11.811	0
1849	32.4291	11.811	0
1850	32.4291	12.7953	0
1851	31.4449	12.7953	0
1852	32.4291	11.811	0
1853	33.4134	11.811	0
1854	33.4134	12.7953	0
1855	32.4291	12.7953	0
1856	17.6654	12.7953	0
1857	18.6496	12.7953	0
1858	18.6496	13.7795	0
1859	17.6654	13.7795	0
1860	18.6496	12.7953	0
1861	19.6339	12.7953	0
1862	19.6339	13.7795	0
1863	18.6496	13.7795	0
1864	19.6339	12.7953	0
1865	20.6181	12.7953	0
1866	20.6181	13.7795	0
1867	19.6339	13.7795	0
1868	20.6181	12.7953	0
1869	21.6024	12.7953	0
1870	21.6024	13.7795	0
1871	20.6181	13.7795	0
1872	21.6024	12.7953	0
1873	22.5866	12.7953	0
1874	22.5866	13.7795	0
1875	21.6024	13.7795	0
1876	22.5866	12.7953	0
1877	23.5709	12.7953	0
1878	23.5709	13.7795	0
1879	22.5866	13.7795	0
1880	23.5709	12.7953	0
1881	24.5551	12.7953	0
1882	24.5551	13.7795	0
1883	23.5709	13.7795	0
1884	24.5551	12.7953	0
1885	25.5394	12.7953	0
1886	25.5394	13.7795	0
1887	24.5551	13.7795	0
1888	25.5394	12.7953	0
1889	26.5236	12.7953	0
1890	26.5236	13.7795	0
1891	25.5394	13.7795	0
1892	26.5236	12.7953	0
1893	27.5079	12.7953	0
1894	27.5079	13.7795	0
1895	26.5236	13.7795	0
1896	27.5079	12.7953	0
1897	28.4921	12.7953	0
1898	28.4921	13.7795	0
1899	27.5079	13.7795	0
1900	28.4921	12.7953	0
1901	29.4764	12.7953	0
1902	29.4764	13.7795	0
1903	28.4921	13.7795	0
1904	29.4764	12.7953	0
1905	30.4606	12.7953	0
1906	30.4606	13.7795	0
1907	29.4764	13.7795	0
1908	30.4606	12.7953	0
1909	31.4449	12.7953	0
1910	31.4449	13.7795	0
1911	30.4606	13.7795	0
1912	31.4449	12.7953	0
1913	32.4291	12.7953	0
1914	32.4291	13.7795	0
1915	31.4449	13.7795	0
1916	32.4291	12.7953	0
1917	33.4134	12.7953	0
1918	33.4134	13.7795	0
1919	32.4291	13.7795	0
1920	17.6654	13.7795	0
1921	18.6496	13.7795	0
1922	18.6496	14.7638	0
1923	17.6654	14.7638	0
1924	18.6496	13.7795	0
1925	19.6339	13.7795	0
1926	19.6339	14.7638	0
1927	18.6496	14.7638	0
1928	19.6339	13.7795	0
1929	20.6181	13.7795	0
1930	20.6181	14.7638	0
1931	19.6339	14.7638	0
1932	20.6181	13.7795	0
1933	21.6024	13.7795	0
1934	21.6024	14.7638	0
1935	20.6181	14.7638	0
1936	21.6024	13.7795	0
1937	22.5866	13.7795	0
1938	22.5866	14.7638	0
1939	21.6024	14.7638	0
1940	22.5866	13.7795	0
1941	23.5709	13.7795	0
1942	23.5709	14.7638	0
1943	22.5866	14.7638	0
1944	23.5709	13.7795	0
1945	24.5551	13.7795	0
1946	24.5551	14.7638	0
1947	23.5709	14.7638	0
1948	24.5551	13.7795	0
1949	25.5394	13.7795	0
1950	25.5394	14.7638	0
1951	24.5551	14.7638	0
1952	25.5394	13.7795	0
1953	26.5236	13.7795	0
1954	26.5236	14.7638	0
1955	25.5394	14.7638	0
1956	26.5236	13.7795	0
1957	27.5079	13.7795	0
1958	27.5079	14.7638	0
1959	26.5236	14.7638	0
1960	27.5079	13.7795	0
1961	28.4921	13.7795	0
1962	28.4921	14.7638	0
1963	27.5079	14.7638	0
1964	28.4921	13.7795	0
1965	29.4764	13.7795	0
