VID	x	y	z
227	7.87402	3.93701	0
228	8.85827	2.95276	0
229	9.84252	2.95276	0
230	9.84252	3.93701	0
231	8.85827	3.93701	0
232	9.84252	2.95276	0
233	10.8268	2.95276	0
234	10.8268	3.93701	0
235	9.84252	3.93701	0
236	10.8268	2.95276	0
237	11.811	2.95276	0
238	11.811	3.93701	0
239	10.8268	3.93701	0
240	11.811	2.95276	0
241	12.7953	2.95276	0
242	12.7953	3.93701	0
243	11.811	3.93701	0
244	12.7953	2.95276	0
245	13.7795	2.95276	0
246	13.7795	3.93701	0
247	12.7953	3.93701	0
248	13.7795	2.95276	0
249	14.7638	2.95276	0
250	14.7638	3.93701	0
251	13.7795	3.93701	0
252	14.7638	2.95276	0
253	15.748	2.95276	0
254	15.748	3.93701	0
255	14.7638	3.93701	0
256	0	3.93701	0
257	0.984253	3.93701	0
258	0.984253	4.92126	0
259	0	4.92126	0
260	0.984253	3.93701	0
261	1.96851	3.93701	0
262	1.96851	4.92126	0
263	0.984253	4.92126	0
264	1.96851	3.93701	0
265	2.95276	3.93701	0
266	2.95276	4.92126	0
267	1.96851	4.92126	0
268	2.95276	3.93701	0
269	3.93701	3.93701	0
270	3.93701	4.92126	0
271	2.95276	4.92126	0
272	3.93701	3.93701	0
273	4.92126	3.93701	0
274	4.92126	4.92126	0
275	3.93701	4.92126	0
276	4.92126	3.93701	0
277	5.90552	3.93701	0
278	5.90552	4.92126	0
279	4.92126	4.92126	0
280	5.90552	3.93701	0
281	6.88977	3.93701	0
282	6.88977	4.92126	0
283	5.90552	4.92126	0
284	6.88977	3.93701	0
285	7.87402	3.93701	0
286	7.87402	4.92126	0
287	6.88977	4.92126	0
288	7.87402	3.93701	0
289	8.85827	3.93701	0
290	8.85827	4.92126	0
291	7.87402	4.92126	0
292	8.85827	3.93701	0
293	9.84252	3.93701	0
294	9.84252	4.92126	0
295	8.85827	4.92126	0
296	9.84252	3.93701	0
297	10.8268	3.93701	0
298	10.8268	4.92126	0
299	9.84252	4.92126	0
300	10.8268	3.93701	0
301	11.811	3.93701	0
302	11.811	4.92126	0
303	10.8268	4.92126	0
304	11.811	3.93701	0
305	12.7953	3.93701	0
306	12.7953	4.92126	0
307	11.811	4.92126	0
308	12.7953	3.93701	0
309	13.7795	3.93701	0
310	13.7795	4.92126	0
311	12.7953	4.92126	0
312	13.7795	3.93701	0
313	14.7638	3.93701	0
314	14.7638	4.92126	0
315	13.7795	4.92126	0
316	14.7638	3.93701	0
317	15.748	3.93701	0
318	15.748	4.92126	0
319	14.7638	4.92126	0
320	0	4.92126	0
321	0.984253	4.92126	0
322	0.984253	5.90552	0
323	0	5.90552	0
324	0.984253	4.92126	0
325	1.96851	4.92126	0
326	1.96851	5.90552	0
327	0.984253	5.90552	0
328	1.96851	4.92126	0
329	2.95276	4.92126	0
330	2.95276	5.90552	0
331	1.96851	5.90552	0
332	2.95276	4.92126	0
333	3.93701	4.92126	0
334	3.93701	5.90552	0
335	2.95276	5.90552	0
336	3.93701	4.92126	0
337	4.92126	4.92126	0
338	4.92126	5.90552	0
339	3.93701	5.90552	0
340	4.92126	4.92126	0
341	5.90552	4.92126	0
342	5.90552	5.90552	0
343	4.92126	5.90552	0
344	5.90552	4.92126	0
345	6.88977	4.92126	0
346	6.88977	5.90552	0
347	5.90552	5.90552	0
348	6.88977	4.92126	0
349	7.87402	4.92126	0
350	7.87402	5.90552	0
351	6.88977	5.90552	0
352	7.87402	4.92126	0
353	8.85827	4.92126	0
354	8.85827	5.90552	0
355	7.87402	5.90552	0
356	8.85827	4.92126	0
357	9.84252	4.92126	0
358	9.84252	5.90552	0
359	8.85827	5.90552	0
360	9.84252	4.92126	0
361	10.8268	4.92126	0
362	10.8268	5.90552	0
363	9.84252	5.90552	0
364	10.8268	4.92126	0
365	11.811	4.92126	0
366	11.811	5.90552	0
367	10.8268	5.90552	0
368	11.811	4.92126	0
369	12.7953	4.92126	0
370	12.7953	5.90552	0
371	11.811	5.90552	0
372	12.7953	4.92126	0
373	13.7795	4.92126	0
374	13.7795	5.90552	0
375	12.7953	5.90552	0
376	13.7795	4.92126	0
377	14.7638	4.92126	0
378	14.7638	5.90552	0
379	13.7795	5.90552	0
380	14.7638	4.92126	0
381	15.748	4.92126	0
382	15.748	5.90552	0
383	14.7638	5.90552	0
384	0	5.90552	0
385	0.984253	5.90552	0
386	0.984253	6.88977	0
387	0	6.88977	0
388	0.984253	5.90552	0
389	1.96851	5.90552	0
390	1.96851	6.88977	0
391	0.984253	6.88977	0
392	1.96851	5.90552	0
393	2.95276	5.90552	0
394	2.95276	6.88977	0
395	1.96851	6.88977	0
396	2.95276	5.90552	0
397	3.93701	5.90552	0
398	3.93701	6.88977	0
399	2.95276	6.88977	0
400	3.93701	5.90552	0
401	4.92126	5.90552	0
402	4.92126	6.88977	0
403	3.93701	6.88977	0
404	4.92126	5.90552	0
405	5.90552	5.90552	0
406	5.90552	6.88977	0
407	4.92126	6.88977	0
408	5.90552	5.90552	0
409	6.88977	5.90552	0
410	6.88977	6.88977	0
411	5.90552	6.88977	0
412	6.88977	5.90552	0
413	7.87402	5.90552	0
414	7.87402	6.88977	0
415	6.88977	6.88977	0
416	7.87402	5.90552	0
417	8.85827	5.90552	0
418	8.85827	6.88977	0
419	7.87402	6.88977	0
420	8.85827	5.90552	0
421	9.84252	5.90552	0
422	9.84252	6.88977	0
423	8.85827	6.88977	0
424	9.84252	5.90552	0
425	10.8268	5.90552	0
426	10.8268	6.88977	0
427	9.84252	6.88977	0
428	10.8268	5.90552	0
429	11.811	5.90552	0
430	11.811	6.88977	0
431	10.8268	6.88977	0
432	11.811	5.90552	0
433	12.7953	5.90552	0
434	12.7953	6.88977	0
435	11.811	6.88977	0
436	12.7953	5.90552	0
437	13.7795	5.90552	0
438	13.7795	6.88977	0
439	12.7953	6.88977	0
440	13.7795	5.90552	0
441	14.7638	5.90552	0
442	14.7638	6.88977	0
443	13.7795	6.88977	0
444	14.7638	5.90552	0
445	15.748	5.90552	0
446	15.748	6.88977	0
447	14.7638	6.88977	0
448	0	6.88977	0
449	0.984253	6.88977	0
450	0.984253	7.87402	0
451	0	7.87402	0
452	0.984253	6.88977	0
453	1.96851	6.88977	0
454	1.96851	7.87402	0
455	0.984253	7.87402	0
456	1.96851	6.88977	0
457	2.95276	6.88977	0
458	2.95276	7.87402	0
459	1.96851	7.87402	0
460	2.95276	6.88977	0
461	3.93701	6.88977	0
462	3.93701	7.87402	0
463	2.95276	7.87402	0
464	3.93701	6.88977	0
465	4.92126	6.88977	0
466	4.92126	7.87402	0
467	3.93701	7.87402	0
468	4.92126	6.88977	0
469	5.90552	6.88977	0
470	5.90552	7.87402	0
471	4.92126	7.87402	0
472	5.90552	6.88977	0
473	6.88977	6.88977	0
474	6.88977	7.87402	0
475	5.90552	7.87402	0
476	6.88977	6.88977	0
477	7.87402	6.88977	0
478	7.87402	7.87402	0
479	6.88977	7.87402	0
480	7.87402	6.88977	0
481	8.85827	6.88977	0
482	8.85827	7.87402	0
483	7.87402	7.87402	0
484	8.85827	6.88977	0
485	9.84252	6.88977	0
486	9.84252	7.87402	0
487	8.85827	7.87402	0
488	9.84252	6.88977	0
489	10.8268	6.88977	0
490	10.8268	7.87402	0
491	9.84252	7.87402	0
492	10.8268	6.88977	0
493	11.811	6.88977	0
494	11.811	7.87402	0
495	10.8268	7.87402	0
496	11.811	6.88977	0
497	12.7953	6.88977	0
498	12.7953	7.87402	0
499	11.811	7.87402	0
500	12.7953	6.88977	0
501	13.7795	6.88977	0
502	13.7795	7.87402	0
503	12.7953	7.87402	0
504	13.7795	6.88977	0
505	14.7638	6.88977	0
506	14.7638	7.87402	0
507	13.7795	7.87402	0
508	14.7638	6.88977	0
509	15.748	6.88977	0
510	15.748	7.87402	0
511	14.7638	7.87402	0
512	0	7.87402	0
513	0.984253	7.87402	0
514	0.984253	8.85827	0
515	0	8.85827	0
516	0.984253	7.87402	0
517	1.96851	7.87402	0
518	1.96851	8.85827	0
519	0.984253	8.85827	0
520	1.96851	7.87402	0
521	2.95276	7.87402	0
522	2.95276	8.85827	0
523	1.96851	8.85827	0
524	2.95276	7.87402	0
525	3.93701	7.87402	0
526	3.93701	8.85827	0
527	2.95276	8.85827	0
528	3.93701	7.87402	0
529	4.92126	7.87402	0
530	4.92126	8.85827	0
531	3.93701	8.85827	0
532	4.92126	7.87402	0
533	5.90552	7.87402	0
534	5.90552	8.85827	0
535	4.92126	8.85827	0
536	5.90552	7.87402	0
537	6.88977	7.87402	0
538	6.88977	8.85827	0
539	5.90552	8.85827	0
540	6.88977	7.87402	0
541	7.87402	7.87402	0
542	7.87402	8.85827	0
543	6.88977	8.85827	0
544	7.87402	7.87402	0
545	8.85827	7.87402	0
546	8.85827	8.85827	0
547	7.87402	8.85827	0
548	8.85827	7.87402	0
549	9.84252	7.87402	0
550	9.84252	8.85827	0
551	8.85827	8.85827	0
552	9.84252	7.87402	0
553	10.8268	7.87402	0
554	10.8268	8.85827	0
555	9.84252	8.85827	0
556	10.8268	7.87402	0
557	11.811	7.87402	0
558	11.811	8.85827	0
559	10.8268	8.85827	0
560	11.811	7.87402	0
561	12.7953	7.87402	0
562	12.7953	8.85827	0
563	11.811	8.85827	0
564	12.7953	7.87402	0
565	13.7795	7.87402	0
566	13.7795	8.85827	0
567	12.7953	8.85827	0
568	13.7795	7.87402	0
569	14.7638	7.87402	0
570	14.7638	8.85827	0
571	13.7795	8.85827	0
572	14.7638	7.87402	0
573	15.748	7.87402	0
574	15.748	8.85827	0
575	14.7638	8.85827	0
576	0	8.85827	0
577	0.984253	8.85827	0
578	0.984253	9.84252	0
579	0	9.84252	0
580	0.984253	8.85827	0
581	1.96851	8.85827	0
582	1.96851	9.84252	0
583	0.984253	9.84252	0
584	1.96851	8.85827	0
585	2.95276	8.85827	0
586	2.95276	9.84252	0
587	1.96851	9.84252	0
588	2.95276	8.85827	0
589	3.93701	8.85827	0
590	3.93701	9.84252	0
591	2.95276	9.84252	0
592	3.93701	8.85827	0
593	4.92126	8.85827	0
594	4.92126	9.84252	0
595	3.93701	9.84252	0
596	4.92126	8.85827	0
597	5.90552	8.85827	0
598	5.90552	9.84252	0
599	4.92126	9.84252	0
600	5.90552	8.85827	0
601	6.88977	8.85827	0
602	6.88977	9.84252	0
603	5.90552	9.84252	0
604	6.88977	8.85827	0
605	7.87402	8.85827	0
606	7.87402	9.84252	0
607	6.88977	9.84252	0
608	7.87402	8.85827	0
609	8.85827	8.85827	0
610	8.85827	9.84252	0
611	7.87402	9.84252	0
612	8.85827	8.85827	0
613	9.84252	8.85827	0
614	9.84252	9.84252	0
615	8.85827	9.84252	0
616	9.84252	8.85827	0
617	10.8268	8.85827	0
618	10.8268	9.84252	0
619	9.84252	9.84252	0
620	10.8268	8.85827	0
621	11.811	8.85827	0
622	11.811	9.84252	0
623	10.8268	9.84252	0
624	11.811	8.85827	0
625	12.7953	8.85827	0
626	12.7953	9.84252	0
627	11.811	9.84252	0
628	12.7953	8.85827	0
629	13.7795	8.85827	0
630	13.7795	9.84252	0
631	12.7953	9.84252	0
632	13.7795	8.85827	0
633	14.7638	8.85827	0
634	14.7638	9.84252	0
635	13.7795	9.84252	0
636	14.7638	8.85827	0
637	15.748	8.85827	0
638	15.748	9.84252	0
639	14.7638	9.84252	0
640	0	9.84252	0
641	0.984253	9.84252	0
642	0.984253	10.8268	0
643	0	10.8268	0
644	0.984253	9.84252	0
645	1.96851	9.84252	0
646	1.96851	10.8268	0
647	0.984253	10.8268	0
648	1.96851	9.84252	0
649	2.95276	9.84252	0
650	2.95276	10.8268	0
651	1.96851	10.8268	0
652	2.95276	9.84252	0
653	3.93701	9.84252	0
654	3.93701	10.8268	0
655	2.95276	10.8268	0
656	3.93701	9.84252	0
657	4.92126	9.84252	0
658	4.92126	10.8268	0
659	3.93701	10.8268	0
660	4.92126	9.84252	0
661	5.90552	9.84252	0
662	5.90552	10.8268	0
663	4.92126	10.8268	0
664	5.90552	9.84252	0
665	6.88977	9.84252	0
666	6.88977	10.8268	0
667	5.90552	10.8268	0
668	6.88977	9.84252	0
669	7.87402	9.84252	0
670	7.87402	10.8268	0
671	6.88977	10.8268	0
672	7.87402	9.84252	0
673	8.85827	9.84252	0
674	8.85827	10.8268	0
675	7.87402	10.8268	0
676	8.85827	9.84252	0
677	9.84252	9.84252	0
678	9.84252	10.8268	0
679	8.85827	10.8268	0
680	9.84252	9.84252	0
681	10.8268	9.84252	0
682	10.8268	10.8268	0
683	9.84252	10.8268	0
684	10.8268	9.84252	0
685	11.811	9.84252	0
686	11.811	10.8268	0
687	10.8268	10.8268	0
688	11.811	9.84252	0
689	12.7953	9.84252	0
690	12.7953	10.8268	0
691	11.811	10.8268	0
692	12.7953	9.84252	0
693	13.7795	9.84252	0
694	13.7795	10.8268	0
695	12.7953	10.8268	0
696	13.7795	9.84252	0
697	14.7638	9.84252	0
698	14.7638	10.8268	0
699	13.7795	10.8268	0
700	14.7638	9.84252	0
701	15.748	9.84252	0
702	15.748	10.8268	0
703	14.7638	10.8268	0
704	0	10.8268	0
705	0.984253	10.8268	0
706	0.984253	11.811	0
707	0	11.811	0
708	0.984253	10.8268	0
709	1.96851	10.8268	0
710	1.96851	11.811	0
711	0.984253	11.811	0
712	1.96851	10.8268	0
713	2.95276	10.8268	0
714	2.95276	11.811	0
715	1.96851	11.811	0
716	2.95276	10.8268	0
717	3.93701	10.8268	0
718	3.93701	11.811	0
719	2.95276	11.811	0
720	3.93701	10.8268	0
721	4.92126	10.8268	0
722	4.92126	11.811	0
723	3.93701	11.811	0
724	4.92126	10.8268	0
725	5.90552	10.8268	0
726	5.90552	11.811	0
727	4.92126	11.811	0
728	5.90552	10.8268	0
729	6.88977	10.8268	0
730	6.88977	11.811	0
731	5.90552	11.811	0
732	6.88977	10.8268	0
733	7.87402	10.8268	0
734	7.87402	11.811	0
735	6.88977	11.811	0
736	7.87402	10.8268	0
737	8.85827	10.8268	0
738	8.85827	11.811	0
739	7.87402	11.811	0
740	8.85827	10.8268	0
741	9.84252	10.8268	0
742	9.84252	11.811	0
743	8.85827	11.811	0
744	9.84252	10.8268	0
745	10.8268	10.8268	0
746	10.8268	11.811	0
747	9.84252	11.811	0
748	10.8268	10.8268	0
749	11.811	10.8268	0
750	11.811	11.811	0
751	10.8268	11.811	0
752	11.811	10.8268	0
753	12.7953	10.8268	0
754	12.7953	11.811	0
755	11.811	11.811	0
756	12.7953	10.8268	0
757	13.7795	10.8268	0
758	13.7795	11.811	0
759	12.7953	11.811	0
760	13.7795	10.8268	0
761	14.7638	10.8268	0
762	14.7638	11.811	0
763	13.7795	11.811	0
764	14.7638	10.8268	0
765	15.748	10.8268	0
766	15.748	11.811	0
767	14.7638	11.811	0
768	0	11.811	0
769	0.984253	11.811	0
770	0.984253	12.7953	0
771	0	12.7953	0
772	0.984253	11.811	0
773	1.96851	11.811	0
774	1.96851	12.7953	0
775	0.984253	12.7953	0
776	1.96851	11.811	0
777	2.95276	11.811	0
778	2.95276	12.7953	0
779	1.96851	12.7953	0
780	2.95276	11.811	0
781	3.93701	11.811	0
782	3.93701	12.7953	0
783	2.95276	12.7953	0
784	3.93701	11.811	0
785	4.92126	11.811	0
786	4.92126	12.7953	0
787	3.93701	12.7953	0
788	4.92126	11.811	0
789	5.90552	11.811	0
790	5.90552	12.7953	0
791	4.92126	12.7953	0
792	5.90552	11.811	0
793	6.88977	11.811	0
794	6.88977	12.7953	0
795	5.90552	12.7953	0
796	6.88977	11.811	0
797	7.87402	11.811	0
798	7.87402	12.7953	0
799	6.88977	12.7953	0
800	7.87402	11.811	0
801	8.85827	11.811	0
802	8.85827	12.7953	0
803	7.87402	12.7953	0
804	8.85827	11.811	0
805	9.84252	11.811	0
806	9.84252	12.7953	0
807	8.85827	12.7953	0
808	9.84252	11.811	0
809	10.8268	11.811	0
810	10.8268	12.7953	0
811	9.84252	12.7953	0
812	10.8268	11.811	0
813	11.811	11.811	0
814	11.811	12.7953	0
815	10.8268	12.7953	0
816	11.811	11.811	0
817	12.7953	11.811	0
818	12.7953	12.7953	0
819	11.811	12.7953	0
820	12.7953	11.811	0
821	13.7795	11.811	0
822	13.7795	12.7953	0
823	12.7953	12.7953	0
824	13.7795	11.811	0
825	14.7638	11.811	0
826	14.7638	12.7953	0
827	13.7795	12.7953	0
828	14.7638	11.811	0
829	15.748	11.811	0
830	15.748	12.7953	0
831	14.7638	12.7953	0
832	0	12.7953	0
833	0.984253	12.7953	0
834	0.984253	13.7795	0
835	0	13.7795	0
836	0.984253	12.7953	0
837	1.96851	12.7953	0
838	1.96851	13.7795	0
839	0.984253	13.7795	0
840	1.96851	12.7953	0
841	2.95276	12.7953	0
842	2.95276	13.7795	0
843	1.96851	13.7795	0
844	2.95276	12.7953	0
845	3.93701	12.7953	0
846	3.93701	13.7795	0
847	2.95276	13.7795	0
848	3.93701	12.7953	0
849	4.92126	12.7953	0
850	4.92126	13.7795	0
851	3.93701	13.7795	0
852	4.92126	12.7953	0
853	5.90552	12.7953	0
854	5.90552	13.7795	0
855	4.92126	13.7795	0
856	5.90552	12.7953	0
857	6.88977	12.7953	0
858	6.88977	13.7795	0
859	5.90552	13.7795	0
860	6.88977	12.7953	0
861	7.87402	12.7953	0
862	7.87402	13.7795	0
863	6.88977	13.7795	0
864	7.87402	12.7953	0
865	8.85827	12.7953	0
866	8.85827	13.7795	0
867	7.87402	13.7795	0
868	8.85827	12.7953	0
869	9.84252	12.7953	0
870	9.84252	13.7795	0
871	8.85827	13.7795	0
872	9.84252	12.7953	0
873	10.8268	12.7953	0
874	10.8268	13.7795	0
875	9.84252	13.7795	0
876	10.8268	12.7953	0
877	11.811	12.7953	0
878	11.811	13.7795	0
879	10.8268	13.7795	0
880	11.811	12.7953	0
881	12.7953	12.7953	0
882	12.7953	13.7795	0
883	11.811	13.7795	0
884	12.7953	12.7953	0
885	13.7795	12.7953	0
886	13.7795	13.7795	0
887	12.7953	13.7795	0
888	13.7795	12.7953	0
889	14.7638	12.7953	0
890	14.7638	13.7795	0
891	13.7795	13.7795	0
892	14.7638	12.7953	0
893	15.748	12.7953	0
894	15.748	13.7795	0
895	14.7638	13.7795	0
896	0	13.7795	0
897	0.984253	13.7795	0
898	0.984253	14.7638	0
899	0	14.7638	0
900	0.984253	13.7795	0
901	1.96851	13.7795	0
902	1.96851	14.7638	0
903	0.984253	14.7638	0
904	1.96851	13.7795	0
905	2.95276	13.7795	0
906	2.95276	14.7638	0
907	1.96851	14.7638	0
908	2.95276	13.7795	0
909	3.93701	13.7795	0
910	3.93701	14.7638	0
911	2.95276	14.7638	0
912	3.93701	13.7795	0
913	4.92126	13.7795	0
914	4.92126	14.7638	0
915	3.93701	14.7638	0
916	4.92126	13.7795	0
917	5.90552	13.7795	0
918	5.90552	14.7638	0
919	4.92126	14.7638	0
920	5.90552	13.7795	0
921	6.88977	13.7795	0
922	6.88977	14.7638	0
923	5.90552	14.7638	0
924	6.88977	13.7795	0
925	7.87402	13.7795	0
926	7.87402	14.7638	0
927	6.88977	14.7638	0
928	7.87402	13.7795	0
929	8.85827	13.7795	0
930	8.85827	14.7638	0
931	7.87402	14.7638	0
932	8.85827	13.7795	0
933	9.84252	13.7795	0
934	9.84252	14.7638	0
935	8.85827	14.7638	0
936	9.84252	13.7795	0
937	10.8268	13.7795	0
938	10.8268	14.7638	0
939	9.84252	14.7638	0
940	10.8268	13.7795	0
941	11.811	13.7795	0
942	11.811	14.7638	0
943	10.8268	14.7638	0
944	11.811	13.7795	0
945	12.7953	13.7795	0
946	12.7953	14.7638	0
947	11.811	14.7638	0
948	12.7953	13.7795	0
949	13.7795	13.7795	0
950	13.7795	14.7638	0
951	12.7953	14.7638	0
952	13.7795	13.7795	0
953	14.7638	13.7795	0
954	14.7638	14.7638	0
955	13.7795	14.7638	0
956	14.7638	13.7795	0
957	15.748	13.7795	0
958	15.748	14.7638	0
959	14.7638	14.7638	0
960	0	14.7638	0
961	0.984253	14.7638	0
962	0.984253	15.748	0
963	0	15.748	0
964	0.984253	14.7638	0
965	1.96851	14.7638	0
966	1.96851	15.748	0
967	0.984253	15.748	0
968	1.96851	14.7638	0
969	2.95276	14.7638	0
970	2.95276	15.748	0
971	1.96851	15.748	0
972	2.95276	14.7638	0
973	3.93701	14.7638	0
974	3.93701	15.748	0
975	2.95276	15.748	0
976	3.93701	14.7638	0
977	4.92126	14.7638	0
978	4.92126	15.748	0
979	3.93701	15.748	0
980	4.92126	14.7638	0
981	5.90552	14.7638	0
982	5.90552	15.748	0
983	4.92126	15.748	0
984	5.90552	14.7638	0
985	6.88977	14.7638	0
986	6.88977	15.748	0
987	5.90552	15.748	0
988	6.88977	14.7638	0
989	7.87402	14.7638	0
990	7.87402	15.748	0
991	6.88977	15.748	0
992	7.87402	14.7638	0
993	8.85827	14.7638	0
994	8.85827	15.748	0
995	7.87402	15.748	0
996	8.85827	14.7638	0
997	9.84252	14.7638	0
998	9.84252	15.748	0
999	8.85827	15.748	0
1000	9.84252	14.7638	0
1001	10.8268	14.7638	0
1002	10.8268	15.748	0
1003	9.84252	15.748	0
1004	10.8268	14.7638	0
1005	11.811	14.7638	0
1006	11.811	15.748	0
1007	10.8268	15.748	0
1008	11.811	14.7638	0
1009	12.7953	14.7638	0
1010	12.7953	15.748	0
1011	11.811	15.748	0
1012	12.7953	14.7638	0
1013	13.7795	14.7638	0
1014	13.7795	15.748	0
1015	12.7953	15.748	0
1016	13.7795	14.7638	0
1017	14.7638	14.7638	0
1018	14.7638	15.748	0
1019	13.7795	15.748	0
1020	14.7638	14.7638	0
1021	15.748	14.7638	0
1022	15.748	15.748	0
